case_id,record_id,person_id,from_account,to_account,device_id,vehicle_context,event_id,timestamp,amount,currency,synthetic,source,disposition
case-operation-nightfall,SYN-TXN-NF-0001,SYN-PER-NF-01,SYN-ACC-NF-01,SYN-ACC-NF-02,SYN-PHONE-NF-01,SYN-VEH-NF-1001,SYN-EVENT-NF-01,2031-01-01T00:00:05Z,36.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0002,SYN-PER-NF-02,SYN-ACC-NF-02,SYN-ACC-NF-03,SYN-PHONE-NF-02,SYN-VEH-NF-02,SYN-EVENT-NF-02,2031-01-01T00:15:05Z,37.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0003,SYN-PER-NF-03,SYN-ACC-NF-03,SYN-ACC-NF-04,SYN-PHONE-NF-03,SYN-VEH-NF-03,SYN-EVENT-NF-03,2031-01-01T00:30:05Z,38.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0004,SYN-PER-NF-04,SYN-ACC-NF-04,SYN-ACC-NF-05,SYN-PHONE-NF-04,SYN-VEH-NF-04,SYN-EVENT-NF-04,2031-01-01T00:45:05Z,39.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0005,SYN-PER-NF-05,SYN-ACC-NF-05,SYN-ACC-NF-01,SYN-PHONE-NF-05,SYN-VEH-NF-05,SYN-EVENT-NF-05,2031-01-01T01:00:05Z,40.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0006,SYN-PER-NF-06,SYN-ACC-NF-01,SYN-ACC-NF-02,SYN-PHONE-NF-06,SYN-VEH-NF-06,SYN-EVENT-NF-06,2031-01-01T01:15:05Z,41.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0007,SYN-PER-NF-07,SYN-ACC-NF-02,SYN-ACC-NF-03,SYN-PHONE-NF-01,SYN-VEH-NF-1001,SYN-EVENT-NF-07,2031-01-01T01:30:05Z,42.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0008,SYN-PER-NF-08,SYN-ACC-NF-03,SYN-ACC-NF-04,SYN-PHONE-NF-02,SYN-VEH-NF-02,SYN-EVENT-NF-08,2031-01-01T01:45:05Z,43.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0009,SYN-PER-NF-09,SYN-ACC-NF-04,SYN-ACC-NF-05,SYN-PHONE-NF-03,SYN-VEH-NF-03,SYN-EVENT-NF-09,2031-01-01T02:00:05Z,44.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0010,SYN-PER-NF-10,SYN-ACC-NF-05,SYN-ACC-NF-01,SYN-PHONE-NF-04,SYN-VEH-NF-04,SYN-EVENT-NF-10,2031-01-01T02:15:05Z,45.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0011,SYN-PER-NF-01,SYN-ACC-NF-01,SYN-ACC-NF-02,SYN-PHONE-NF-05,SYN-VEH-NF-05,SYN-EVENT-NF-01,2031-01-01T00:01:05Z,46.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0012,SYN-PER-NF-02,SYN-ACC-NF-02,SYN-ACC-NF-03,SYN-PHONE-NF-06,SYN-VEH-NF-06,SYN-EVENT-NF-02,2031-01-01T00:16:05Z,47.25,SYN,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-TXN-NF-0013,SYN-PER-NF-03,SYN-ACC-NF-03,SYN-ACC-NF-04,SYN-PHONE-NF-01,SYN-VEH-NF-1001,SYN-EVENT-NF-03,2031-01-01T00:31:05Z,48.25,SYN,true,offline_authored_fixture,review_required
