case_id,record_id,person_id,source_id,target_id,vehicle_context,location_id,event_id,timestamp,duration_seconds,synthetic,source,disposition
case-operation-nightfall,SYN-CDR-NF-0001,SYN-PER-NF-01,SYN-PHONE-NF-01,SYN-PHONE-NF-02,SYN-VEH-NF-1001,SYN-LOC-NF-01,SYN-EVENT-NF-01,2031-01-01T00:00:00Z,18,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0002,SYN-PER-NF-02,SYN-PHONE-NF-02,SYN-PHONE-NF-03,SYN-VEH-NF-02,SYN-LOC-NF-02,SYN-EVENT-NF-02,2031-01-01T00:15:00Z,19,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0003,SYN-PER-NF-03,SYN-PHONE-NF-03,SYN-PHONE-NF-04,SYN-VEH-NF-03,SYN-LOC-NF-03,SYN-EVENT-NF-03,2031-01-01T00:30:00Z,20,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0004,SYN-PER-NF-04,SYN-PHONE-NF-04,SYN-PHONE-NF-05,SYN-VEH-NF-04,SYN-LOC-NF-01,SYN-EVENT-NF-04,2031-01-01T00:45:00Z,21,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0005,SYN-PER-NF-05,SYN-PHONE-NF-05,SYN-PHONE-NF-06,SYN-VEH-NF-05,SYN-LOC-NF-02,SYN-EVENT-NF-05,2031-01-01T01:00:00Z,22,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0006,SYN-PER-NF-06,SYN-PHONE-NF-06,SYN-PHONE-NF-01,SYN-VEH-NF-06,SYN-LOC-NF-03,SYN-EVENT-NF-06,2031-01-01T01:15:00Z,23,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0007,SYN-PER-NF-07,SYN-PHONE-NF-01,SYN-PHONE-NF-02,SYN-VEH-NF-1001,SYN-LOC-NF-01,SYN-EVENT-NF-07,2031-01-01T01:30:00Z,24,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0008,SYN-PER-NF-08,SYN-PHONE-NF-02,SYN-PHONE-NF-03,SYN-VEH-NF-02,SYN-LOC-NF-02,SYN-EVENT-NF-08,2031-01-01T01:45:00Z,25,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0009,SYN-PER-NF-09,SYN-PHONE-NF-03,SYN-PHONE-NF-04,SYN-VEH-NF-03,SYN-LOC-NF-03,SYN-EVENT-NF-09,2031-01-01T02:00:00Z,26,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0010,SYN-PER-NF-10,SYN-PHONE-NF-04,SYN-PHONE-NF-05,SYN-VEH-NF-04,SYN-LOC-NF-01,SYN-EVENT-NF-10,2031-01-01T02:15:00Z,27,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0011,SYN-PER-NF-01,SYN-PHONE-NF-05,SYN-PHONE-NF-06,SYN-VEH-NF-05,SYN-LOC-NF-02,SYN-EVENT-NF-01,2031-01-01T00:01:00Z,28,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0012,SYN-PER-NF-02,SYN-PHONE-NF-06,SYN-PHONE-NF-01,SYN-VEH-NF-06,SYN-LOC-NF-03,SYN-EVENT-NF-02,2031-01-01T00:16:00Z,29,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0013,SYN-PER-NF-03,SYN-PHONE-NF-01,SYN-PHONE-NF-02,SYN-VEH-NF-1001,SYN-LOC-NF-01,SYN-EVENT-NF-03,2031-01-01T00:31:00Z,30,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0014,SYN-PER-NF-04,SYN-PHONE-NF-02,SYN-PHONE-NF-03,SYN-VEH-NF-02,SYN-LOC-NF-02,SYN-EVENT-NF-04,2031-01-01T00:46:00Z,31,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0015,SYN-PER-NF-05,SYN-PHONE-NF-03,SYN-PHONE-NF-04,SYN-VEH-NF-03,SYN-LOC-NF-03,SYN-EVENT-NF-05,2031-01-01T01:01:00Z,32,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0016,SYN-PER-NF-06,SYN-PHONE-NF-04,SYN-PHONE-NF-05,SYN-VEH-NF-04,SYN-LOC-NF-01,SYN-EVENT-NF-06,2031-01-01T01:16:00Z,33,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0017,SYN-PER-NF-07,SYN-PHONE-NF-05,SYN-PHONE-NF-06,SYN-VEH-NF-05,SYN-LOC-NF-02,SYN-EVENT-NF-07,2031-01-01T01:31:00Z,34,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0018,SYN-PER-NF-08,SYN-PHONE-NF-06,SYN-PHONE-NF-01,SYN-VEH-NF-06,SYN-LOC-NF-03,SYN-EVENT-NF-08,2031-01-01T01:46:00Z,35,true,offline_authored_fixture,review_required
case-operation-nightfall,SYN-CDR-NF-0019,SYN-PER-NF-09,SYN-PHONE-NF-01,SYN-PHONE-NF-02,SYN-VEH-NF-1001,SYN-LOC-NF-01,SYN-EVENT-NF-09,2031-01-01T02:01:00Z,36,true,offline_authored_fixture,review_required
